SampleID,Bird_ID,BodySite,Bird_weight.g.,Age_weeks,Age,AgeBodySite,Flock,Flock2,BodySiteFlock,FlockAge,BodySiteFlock2,Barn,BodySiteBarn,Date_of_collection,Sex,Extractor,Extract.Date,NanoDrop
cI152,92,ILEUM,8500,12,12W,12W_ILEUM,F2G,F2,ILEUM_F2G,F2G_08W,ILEUM_F2,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/11/2016,171.4
cI153,105,ILEUM,14200,16,16W,16W_ILEUM,F2G,F2,ILEUM_F2G,F2G_08W,ILEUM_F2,Grow-out,ILEUM_Grow-out,3/7/2016,M,MA & JN,6/11/2016,167
cI154,106,ILEUM,13600,16,16W,16W_ILEUM,F2G,F2,ILEUM_F2G,F2G_08W,ILEUM_F2,Grow-out,ILEUM_Grow-out,3/7/2016,M,MA & JN,6/11/2016,71.9
cI155,107,ILEUM,13400,16,16W,16W_ILEUM,F2G,F2,ILEUM_F2G,F2G_08W,ILEUM_F2,Grow-out,ILEUM_Grow-out,3/7/2016,M,MA & JN,6/11/2016,159.6
cI156,108,ILEUM,13600,16,16W,16W_ILEUM,F2G,F2,ILEUM_F2G,F2G_08W,ILEUM_F2,Grow-out,ILEUM_Grow-out,3/7/2016,M,MA & JN,6/11/2016,131.5
cI157,14,ILEUM,152,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,58.3
cI158,15,ILEUM,153,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,31.7
cI159,16,ILEUM,152,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,94.1
cI160,17,ILEUM,189,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,26.8
cI161,18,ILEUM,152,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,30.8
cI162,19,ILEUM,124,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,21.4
cI163,20,ILEUM,138,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,20.9
cI164,21,ILEUM,119,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,18.2
cI165,22,ILEUM,110,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,131.9
cI166,23,ILEUM,139,1,01W,01W_ILEUM,F1B,F1,ILEUM_F1B,F1B_01W,ILEUM_F1,Brood,ILEUM_Brood,11/25/2015,,MA & JN,6/11/2016,10.7
cI167,25,ILEUM,802,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,61.6
cI168,26,ILEUM,789,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,22.3
cI169,27,ILEUM,526,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,45.1
cI170,28,ILEUM,792,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,26.6
cI171,29,ILEUM,614,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,39.2
cI172,30,ILEUM,689,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,66
cI173,31,ILEUM,457,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,53.2
cI174,32,ILEUM,763,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,18.7
cI175,33,ILEUM,777,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,67
cI176,34,ILEUM,749,3,03W,03W_ILEUM,F1B,F1,ILEUM_F1B,F1B_03W,ILEUM_F1,Brood,ILEUM_Brood,12/10/2015,,MA & JN,6/11/2016,31.1
cI177,45,ILEUM,1281,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,191.2
cI178,46,ILEUM,1642,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,219.3
cI179,47,ILEUM,1745,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,289.2
cI180,48,ILEUM,1680,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,222.6
cI181,49,ILEUM,1655,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,211.6
cI182,50,ILEUM,1442,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,199.6
cI183,51,ILEUM,1593,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,158.1
cI184,52,ILEUM,1513,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,231.4
cI185,53,ILEUM,1418,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,223.5
cI186,54,ILEUM,1710,5,05W,05W_ILEUM,F1B,F1,ILEUM_F1B,F1B_05W,ILEUM_F1,Brood,ILEUM_Brood,12/22/2015,,MA & JN,6/11/2016,151.7
cI187,65,ILEUM,3600,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,252.2
cI188,66,ILEUM,3800,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,202.9
cI189,67,ILEUM,3400,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,220
cI190,68,ILEUM,4100,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,160.4
cI191,69,ILEUM,3400,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,222.4
cI192,70,ILEUM,3600,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,171.5
cI193,71,ILEUM,3400,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,160.4
cI194,72,ILEUM,4200,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,211.1
cI195,73,ILEUM,3300,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,271.3
cI196,74,ILEUM,3300,8,08W,08W_ILEUM,F1G,F1,ILEUM_F1G,F1G_08W,ILEUM_F1,Grow-out,ILEUM_Grow-out,1/11/2016,,MA & JN,6/11/2016,217
cI197,93,ILEUM,10300,12,12W,12W_ILEUM,F1G,F1,ILEUM_F1G,F1G_12W,ILEUM_F1,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/11/2016,119.1
cI198,94,ILEUM,10000,12,12W,12W_ILEUM,F1G,F1,ILEUM_F1G,F1G_12W,ILEUM_F1,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/11/2016,198.2
cI199,95,ILEUM,9300,12,12W,12W_ILEUM,F1G,F1,ILEUM_F1G,F1G_12W,ILEUM_F1,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/11/2016,184
cI200,96,ILEUM,10000,12,12W,12W_ILEUM,F1G,F1,ILEUM_F1G,F1G_12W,ILEUM_F1,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/13/2016,76.4
cI201,97,ILEUM,8500,12,12W,12W_ILEUM,F1G,F1,ILEUM_F1G,F1G_12W,ILEUM_F1,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/13/2016,148
cI202,98,ILEUM,9000,12,12W,12W_ILEUM,F1G,F1,ILEUM_F1G,F1G_12W,ILEUM_F1,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/13/2016,105.7
cI203,99,ILEUM,9100,12,12W,12W_ILEUM,F1G,F1,ILEUM_F1G,F1G_12W,ILEUM_F1,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/13/2016,110.4
cI204,100,ILEUM,8300,12,12W,12W_ILEUM,F1G,F1,ILEUM_F1G,F1G_12W,ILEUM_F1,Grow-out,ILEUM_Grow-out,2/8/2016,M,MA & JN,6/13/2016,219.9
cI205,101,ILEUM,17400,16,16W,16W_ILEUM,F1G,F1,ILEUM_F1G,F1G_16W,ILEUM_F1,Grow-out,ILEUM_Grow-out,3/7/2016,M,MA & JN,6/13/2016,130.3
cI206,102,ILEUM,16600,16,16W,16W_ILEUM,F1G,F1,ILEUM_F1G,F1G_16W,ILEUM_F1,Grow-out,ILEUM_Grow-out,3/7/2016,M,MA & JN,6/13/2016,157.7
cI207,103,ILEUM,17600,16,16W,16W_ILEUM,F1G,F1,ILEUM_F1G,F1G_16W,ILEUM_F1,Grow-out,ILEUM_Grow-out,3/7/2016,M,MA & JN,6/13/2016,127.5
cI208,104,ILEUM,15000,16,16W,16W_ILEUM,F1G,F1,ILEUM_F1G,F1G_16W,ILEUM_F1,Grow-out,ILEUM_Grow-out,3/7/2016,M,MA & JN,6/13/2016,177.7
cT209,1,TRACHEA,137,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,85.7
cT210,2,TRACHEA,157,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,82.9
cT211,3,TRACHEA,132,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,17.9
cT212,4,TRACHEA,135,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,153.8
cT213,5,TRACHEA,163,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,75.1
cT214,6,TRACHEA,153,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,163
cT215,7,TRACHEA,151,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,106.1
cT216,8,TRACHEA,152,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,48.4
cT217,9,TRACHEA,109,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,11.4
cT218,10,TRACHEA,160,1,01W,01W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_01W,TRACHEA_F2,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/6/2016,154.2
cT219,35,TRACHEA,634,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,220.1
cT220,36,TRACHEA,782,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,207.3
cT221,37,TRACHEA,582,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,168.6
cT222,38,TRACHEA,662,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,106.4
cT223,39,TRACHEA,755,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,189.4
cT224,40,TRACHEA,712,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,120.6
cT225,41,TRACHEA,437,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,137.9
cT226,42,TRACHEA,750,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,240.4
cT227,43,TRACHEA,568,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,240.8
cT228,44,TRACHEA,753,3,03W,03W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_03W,TRACHEA_F2,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,133.1
cT229,55,TRACHEA,1204,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,153.1
cT230,56,TRACHEA,1499,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,166.5
cT231,57,TRACHEA,1708,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,150.5
cT232,58,TRACHEA,1663,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,99.3
cT233,59,TRACHEA,1540,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,263.2
cT234,60,TRACHEA,959,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,191.9
cT235,61,TRACHEA,1237,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,169
cT236,62,TRACHEA,1259,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,82.5
cT237,63,TRACHEA,1362,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,126.5
cT238,64,TRACHEA,1374,5,05W,05W_TRACHEA,F2B,F2,TRACHEA_F2B,F2B_05W,TRACHEA_F2,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,148.1
cT239,75,TRACHEA,3500,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,432.5
cT240,76,TRACHEA,3000,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,76.6
cT241,77,TRACHEA,3700,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,207.7
cT242,78,TRACHEA,2800,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,257.7
cT243,79,TRACHEA,3100,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,447.3
cT244,80,TRACHEA,3300,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,343.6
cT245,81,TRACHEA,3500,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,59.2
cT246,82,TRACHEA,2700,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,233.6
cT247,83,TRACHEA,3800,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,55.2
cT248,84,TRACHEA,3300,8,08W,08W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_08W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,87.1
cT249,85,TRACHEA,9200,12,12W,12W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_12W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,237.1
cT250,86,TRACHEA,7400,12,12W,12W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_12W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,365.5
cT251,87,TRACHEA,8800,12,12W,12W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_12W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,268.6
cT252,88,TRACHEA,8600,12,12W,12W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_12W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,362
cT253,89,TRACHEA,7800,12,12W,12W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_12W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,444.7
cT254,90,TRACHEA,7300,12,12W,12W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_12W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,13.7
cT255,91,TRACHEA,8400,12,12W,12W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_12W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,338.7
cT256,92,TRACHEA,8500,12,12W,12W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_12W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,461.1
cT257,105,TRACHEA,14200,16,16W,16W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_16W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,3/7/2016,M,MA & JN,6/8/2016,280.9
cT258,106,TRACHEA,13600,16,16W,16W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_16W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,3/7/2016,M,MA & JN,6/8/2016,243.1
cT259,107,TRACHEA,13400,16,16W,16W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_16W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,3/7/2016,M,MA & JN,6/8/2016,95.2
cT260,108,TRACHEA,13600,16,16W,16W_TRACHEA,F2G,F2,TRACHEA_F2G,F2G_16W,TRACHEA_F2,Grow-out,TRACHEA_Grow-out,3/7/2016,M,MA & JN,6/8/2016,85.6
cT261,14,TRACHEA,152,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,8.1
cT262,15,TRACHEA,153,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,223.7
cT263,16,TRACHEA,152,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,207.9
cT264,17,TRACHEA,189,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,44.4
cT265,18,TRACHEA,152,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,18.4
cT266,19,TRACHEA,124,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,27.8
cT267,20,TRACHEA,138,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,25.8
cT268,21,TRACHEA,119,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,38
cT269,22,TRACHEA,110,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,38.5
cT270,23,TRACHEA,139,1,01W,01W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_01W,TRACHEA_F1,Brood,TRACHEA_Brood,11/25/2015,,MA & JN,6/8/2016,156.3
cT271,25,TRACHEA,802,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,202
cT272,26,TRACHEA,789,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,98.5
cT273,27,TRACHEA,526,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,142.5
cT274,28,TRACHEA,792,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,175.2
cT275,29,TRACHEA,614,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,205.3
cT276,30,TRACHEA,689,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,164
cT277,31,TRACHEA,457,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,150.1
cT278,32,TRACHEA,763,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,106.4
cT279,33,TRACHEA,777,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,148.2
cT280,34,TRACHEA,749,3,03W,03W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_03W,TRACHEA_F1,Brood,TRACHEA_Brood,12/10/2015,,MA & JN,6/8/2016,134.3
cT281,45,TRACHEA,1281,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,163.8
cT282,46,TRACHEA,1642,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,137
cT283,47,TRACHEA,1745,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,271
