SampleID,Bird_ID,BodySite,Bird_weight.g.,Age_weeks,Age,AgeBodySite,Flock,Flock2,BodySiteFlock,FlockAge,BodySiteFlock2,Barn,BodySiteBarn,Date_of_collection,Sex,Extractor,Extract.Date,NanoDrop
cT284,48,TRACHEA,1680,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,194.8
cT285,49,TRACHEA,1655,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,367.1
cT286,50,TRACHEA,1442,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,278.5
cT287,51,TRACHEA,1593,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,139.4
cT288,52,TRACHEA,1513,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,79.3
cT289,53,TRACHEA,1418,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,91.4
cT290,54,TRACHEA,1710,5,05W,05W_TRACHEA,F1B,F1,TRACHEA_F1B,F1B_05W,TRACHEA_F1,Brood,TRACHEA_Brood,12/22/2015,,MA & JN,6/8/2016,272.2
cT291,65,TRACHEA,3600,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,95.1
cT292,66,TRACHEA,3800,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,157.5
cT293,67,TRACHEA,3400,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,290.1
cT294,68,TRACHEA,4100,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,114
cT295,69,TRACHEA,3400,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,52.4
cT296,70,TRACHEA,3600,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,55.8
cT297,71,TRACHEA,3400,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,69.1
cT298,72,TRACHEA,4200,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,64.3
cT299,73,TRACHEA,3300,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,34.4
cT300,74,TRACHEA,3300,8,08W,08W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_08W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,1/11/2016,,MA & JN,6/8/2016,38.2
cT301,93,TRACHEA,10300,12,12W,12W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_12W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,37.4
cT302,94,TRACHEA,10000,12,12W,12W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_12W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,161.5
cT303,95,TRACHEA,9300,12,12W,12W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_12W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,117.3
cT304,96,TRACHEA,10000,12,12W,12W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_12W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,162.8
cT305,97,TRACHEA,8500,12,12W,12W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_12W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,102.8
cT306,98,TRACHEA,9000,12,12W,12W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_12W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,64.6
cT307,99,TRACHEA,9100,12,12W,12W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_12W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,161.4
cT308,100,TRACHEA,8300,12,12W,12W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_12W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,2/8/2016,M,MA & JN,6/8/2016,155.6
cT309,101,TRACHEA,17400,16,16W,16W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_16W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,3/7/2016,M,MA & JN,6/8/2016,68.9
cT310,102,TRACHEA,16600,16,16W,16W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_16W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,3/7/2016,M,MA & JN,6/8/2016,77.9
cT311,103,TRACHEA,17600,16,16W,16W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_16W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,3/7/2016,M,MA & JN,6/8/2016,256.3
cT312,104,TRACHEA,15000,16,16W,16W_TRACHEA,F1G,F1,TRACHEA_F1G,F1G_16W,TRACHEA_F1,Grow-out,TRACHEA_Grow-out,3/7/2016,M,MA & JN,6/8/2016,93.6
cSW313,Pooled (1-5),NASAL,145,1,01W,01W_NASAL,F2B,F2,NASAL_F2B,F2B_01W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,12
cSW314,Pooled (6-9),NASAL,141,1,01W,01W_NASAL,F2B,F2,NASAL_F2B,F2B_01W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,57.6
cSW315,Pooled (35 & 36),NASAL,708,3,03W,03W_NASAL,F2B,F2,NASAL_F2B,F2B_03W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,316.3
cSW316,Pooled (37-38),NASAL,622,3,03W,03W_NASAL,F2B,F2,NASAL_F2B,F2B_03W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,377
cSW317,Pooled (39-40),NASAL,734,3,03W,03W_NASAL,F2B,F2,NASAL_F2B,F2B_03W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,109.2
cSW318,Pooled (41-42),NASAL,594,3,03W,03W_NASAL,F2B,F2,NASAL_F2B,F2B_03W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,269.9
cSW319,Pooled (43-44),NASAL,660,3,03W,03W_NASAL,F2B,F2,NASAL_F2B,F2B_03W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,304.5
cSW320,Pooled(55-56),NASAL,1351,5,05W,05W_NASAL,F2B,F2,NASAL_F2B,F2B_05W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,514.1
cSW321,Pooled(57-58),NASAL,1686,5,05W,05W_NASAL,F2B,F2,NASAL_F2B,F2B_05W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,151.9
cSW322,Pooled(59-60),NASAL,1249,5,05W,05W_NASAL,F2B,F2,NASAL_F2B,F2B_05W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,215.6
cSW323,Pooled(61-62),NASAL,1248,5,05W,05W_NASAL,F2B,F2,NASAL_F2B,F2B_05W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,298.4
cSW324,Pooled(63-64),NASAL,1368,5,05W,05W_NASAL,F2B,F2,NASAL_F2B,F2B_05W,NASAL_F2,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/8/2016,246.2
cSW325,75,NASAL,3500,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,96.5
cSW326,76,NASAL,3000,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,245.1
cSW327,77,NASAL,3700,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,57
cSW328,78,NASAL,2800,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,66
cSW329,79,NASAL,3100,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,443.9
cSW330,80,NASAL,3300,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,271.7
cSW331,81,NASAL,3500,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,60.7
cSW332,82,NASAL,2700,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,69.6
cSW333,83,NASAL,3800,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,254.4
cSW334,84,NASAL,3300,8,08W,08W_NASAL,F2G,F2,NASAL_F2G,F2G_08W,NASAL_F2,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/8/2016,70.1
cSW335,85,NASAL,9200,12,12W,12W_NASAL,F2G,F2,NASAL_F2G,F2G_12W,NASAL_F2,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/8/2016,28.2
cSW336,86,NASAL,7400,12,12W,12W_NASAL,F2G,F2,NASAL_F2G,F2G_12W,NASAL_F2,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/8/2016,69.7
cSW337,87,NASAL,8800,12,12W,12W_NASAL,F2G,F2,NASAL_F2G,F2G_12W,NASAL_F2,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/8/2016,81.4
cSW338,88,NASAL,8600,12,12W,12W_NASAL,F2G,F2,NASAL_F2G,F2G_12W,NASAL_F2,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/8/2016,88.5
cSW339,89,NASAL,7800,12,12W,12W_NASAL,F2G,F2,NASAL_F2G,F2G_12W,NASAL_F2,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/8/2016,81.4
cSW340,90,NASAL,7300,12,12W,12W_NASAL,F2G,F2,NASAL_F2G,F2G_12W,NASAL_F2,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/8/2016,77.7
cSW341,91,NASAL,8400,12,12W,12W_NASAL,F2G,F2,NASAL_F2G,F2G_12W,NASAL_F2,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/8/2016,58.1
cSW342,92,NASAL,8500,12,12W,12W_NASAL,F2G,F2,NASAL_F2G,F2G_12W,NASAL_F2,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/8/2016,65.8
cSW343,105,NASAL,14200,16,16W,16W_NASAL,F2G,F2,NASAL_F2G,F2G_16W,NASAL_F2,Grow-out,NASAL_Grow-out,3/7/2016,M,MA & JN,6/8/2016,26.6
cSW344,106,NASAL,13600,16,16W,16W_NASAL,F2G,F2,NASAL_F2G,F2G_16W,NASAL_F2,Grow-out,NASAL_Grow-out,3/7/2016,M,MA & JN,6/8/2016,91
cSW345,107,NASAL,13400,16,16W,16W_NASAL,F2G,F2,NASAL_F2G,F2G_16W,NASAL_F2,Grow-out,NASAL_Grow-out,3/7/2016,M,MA & JN,6/8/2016,34.2
cSW346,108,NASAL,13600,16,16W,16W_NASAL,F2G,F2,NASAL_F2G,F2G_16W,NASAL_F2,Grow-out,NASAL_Grow-out,3/7/2016,M,MA & JN,6/8/2016,31.4
cSW347,Pooled(13-17),NASAL,154,1,01W,01W_NASAL,F1B,F1,NASAL_F1B,F1B_01W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,11.4
cSW348,Pooled(18-21),NASAL,133,1,01W,01W_NASAL,F1B,F1,NASAL_F1B,F1B_01W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,24.5
cSW349,Pooled(25&28),NASAL,797,3,03W,03W_NASAL,F1B,F1,NASAL_F1B,F1B_03W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,148.6
cSW350,Pooled(26-27),NASAL,658,3,03W,03W_NASAL,F1B,F1,NASAL_F1B,F1B_03W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,104.2
cSW351,Pooled(29-30),NASAL,651,3,03W,03W_NASAL,F1B,F1,NASAL_F1B,F1B_03W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,688.7
cSW352,Pooled(31-32),NASAL,610,3,03W,03W_NASAL,F1B,F1,NASAL_F1B,F1B_03W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,208.9
cSW353,Pooled(33-34),NASAL,763,3,03W,03W_NASAL,F1B,F1,NASAL_F1B,F1B_03W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,166.8
cSW354,Pooled(45-46),NASAL,1461,5,05W,05W_NASAL,F1B,F1,NASAL_F1B,F1B_05W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,59.1
cSW355,Pooled(47-48),NASAL,1712,5,05W,05W_NASAL,F1B,F1,NASAL_F1B,F1B_05W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,276.7
cSW356,Pooled(49-50),NASAL,1548,5,05W,05W_NASAL,F1B,F1,NASAL_F1B,F1B_05W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,105.8
cSW357,Pooled(51-52),NASAL,1553,5,05W,05W_NASAL,F1B,F1,NASAL_F1B,F1B_05W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,220
cSW358,Pooled(53-54),NASAL,1564,5,05W,05W_NASAL,F1B,F1,NASAL_F1B,F1B_05W,NASAL_F1,Brood,NASAL_Brood,11/25/2015,,MA & JN,6/9/2016,19.1
cSW359,65,NASAL,3600,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,67.1
cSW360,66,NASAL,3800,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,225.8
cSW361,67,NASAL,3400,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,63.4
cSW362,68,NASAL,4100,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,21.1
cSW363,69,NASAL,3400,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,271.4
cSW364,70,NASAL,3600,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,245.8
cSW365,71,NASAL,3400,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,113.1
cSW366,72,NASAL,4200,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,276.7
cSW367,73,NASAL,3300,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,31.3
cSW368,74,NASAL,3300,8,08W,08W_NASAL,F1G,F1,NASAL_F1G,F1G_08W,NASAL_F1,Grow-out,NASAL_Grow-out,1/11/2016,,MA & JN,6/9/2016,38.8
cSW369,93,NASAL,10300,12,12W,12W_NASAL,F1G,F1,NASAL_F1G,F1G_12W,NASAL_F1,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/9/2016,32
cSW370,94,NASAL,10000,12,12W,12W_NASAL,F1G,F1,NASAL_F1G,F1G_12W,NASAL_F1,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/9/2016,45.2
cSW371,95,NASAL,9300,12,12W,12W_NASAL,F1G,F1,NASAL_F1G,F1G_12W,NASAL_F1,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/9/2016,28.7
cSW372,96,NASAL,10000,12,12W,12W_NASAL,F1G,F1,NASAL_F1G,F1G_12W,NASAL_F1,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/9/2016,15.8
cSW373,97,NASAL,8500,12,12W,12W_NASAL,F1G,F1,NASAL_F1G,F1G_12W,NASAL_F1,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/9/2016,25.4
cSW374,98,NASAL,9000,12,12W,12W_NASAL,F1G,F1,NASAL_F1G,F1G_12W,NASAL_F1,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/9/2016,33.5
cSW375,99,NASAL,9100,12,12W,12W_NASAL,F1G,F1,NASAL_F1G,F1G_12W,NASAL_F1,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/9/2016,11
cSW376,100,NASAL,8300,12,12W,12W_NASAL,F1G,F1,NASAL_F1G,F1G_12W,NASAL_F1,Grow-out,NASAL_Grow-out,2/8/2016,M,MA & JN,6/9/2016,20.1
cSW377,101,NASAL,17400,16,16W,16W_NASAL,F1G,F1,NASAL_F1G,F1G_16W,NASAL_F1,Grow-out,NASAL_Grow-out,3/7/2016,M,MA & JN,6/9/2016,185.5
cSW378,102,NASAL,16600,16,16W,16W_NASAL,F1G,F1,NASAL_F1G,F1G_16W,NASAL_F1,Grow-out,NASAL_Grow-out,3/7/2016,M,MA & JN,6/9/2016,60
cSW379,103,NASAL,17600,16,16W,16W_NASAL,F1G,F1,NASAL_F1G,F1G_16W,NASAL_F1,Grow-out,NASAL_Grow-out,3/7/2016,M,MA & JN,6/9/2016,99.3
cSW380,104,NASAL,15000,16,16W,16W_NASAL,F1G,F1,NASAL_F1G,F1G_16W,NASAL_F1,Grow-out,NASAL_Grow-out,3/7/2016,M,MA & JN,6/9/2016,25.6
